gene_symbol	hgnc_id	mgi_id	disorder_id	disorder_name	IMPC_pipeline	IMPC_phenotypes	HPO_phenotypes	PhenoDigm_match	max_score
HOXD1	HGNC:5132	MGI:96201	-	-	no	no	no	no	NA
HOXD10	HGNC:5133	MGI:96202	OMIM:192950|ORPHA:295201|ORPHA:295203	Vertical Talus, Congenital|Congenital Vertical Talus, Unilateral|Congenital Vertical Talus, Bilateral	no	no	no	no	NA
HOXD11	HGNC:5134	MGI:96203	-	-	no	no	no	no	NA
HOXD12	HGNC:5135	MGI:96204	-	-	no	no	no	no	NA
HOXD13	HGNC:5136	MGI:96205	OMIM:610713|OMIM:113200|OMIM:113300|OMIM:186300|OMIM:186000|ORPHA:887|ORPHA:295195|ORPHA:295191|ORPHA:93406|ORPHA:93409|ORPHA:93387|ORPHA:93385	Brachydactyly-Syndactyly Syndrome|Brachydactyly, Type D|Brachydactyly, Type E1|Syndactyly, Type V|Synpolydactyly 1|Vacterl/Vater Association|Synpolydactyly Type 1|Zygodactyly Type 3|Syndactyly Type 5|Brachydactyly-Syndactyly, Zhao Type|Brachydactyly Type E|Non Rare In Europe: Brachydactyly Type D	no	no	no	no	NA
HOXD3	HGNC:5137	MGI:96207	-	-	no	no	no	no	NA
HOXD4	HGNC:5138	MGI:96208	-	-	no	no	no	no	NA
HOXD8	HGNC:5139	MGI:96209	-	-	no	no	no	no	NA
HOXD9	HGNC:5140	MGI:96210	-	-	no	no	no	no	NA
HP1BP3	HGNC:24973	MGI:109369	-	-	no	no	no	no	NA
HPCA	HGNC:5144	MGI:1336200	OMIM:224500|ORPHA:99657	Dystonia 2, Torsion, Autosomal Recessive|Primary Dystonia, Dyt2 Type	yes	yes	yes	yes	26.275
HPCAL1	HGNC:5145	MGI:1855689	-	-	no	no	no	no	NA
HPCAL4	HGNC:18212	MGI:2157521	-	-	yes	no	no	no	NA
HPD	HGNC:5147	MGI:96213	OMIM:140350|OMIM:276710|ORPHA:2118|ORPHA:69723	Hawkinsinuria|Tyrosinemia, Type Iii|Tyrosinemia Type 3	no	no	no	no	NA
HPDL	HGNC:28242	MGI:2444646	OMIM:619026|OMIM:619027|ORPHA:528084|ORPHA:631076|ORPHA:641353	Neurodevelopmental Disorder With Progressive Spasticity And Brain White Matter Abnormalities|Spastic Paraplegia 83, Autosomal Recessive|Non-Specific Syndromic Intellectual Disability|Autosomal Recessive Spastic Paraplegia Type 83|Infantile Neurodegeneration-Progressive Spasticity-Intellectual Disability-White Matter Lesions Syndrome	yes	yes	yes	yes	29.98
HPF1	HGNC:26051	MGI:1919862	-	-	yes	no	no	no	NA
HPGD	HGNC:5154	MGI:108085	OMIM:119900|OMIM:259100|ORPHA:1525|ORPHA:2796|ORPHA:217059	Digital Clubbing, Isolated Congenital|Hypertrophic Osteoarthropathy, Primary, Autosomal Recessive, 1|Cranio-Osteoarthropathy|Pachydermoperiostosis|Isolated Congenital Digital Clubbing	yes	yes	yes	no	NA
HPGDS	HGNC:17890	MGI:1859384	-	-	yes	no	no	no	NA
HPN	HGNC:5155	MGI:1196620	-	-	no	no	no	no	NA
HPRT1	HGNC:5157	MGI:96217	OMIM:300323|OMIM:300322|ORPHA:510|ORPHA:79233	Hyperuricemia, Hprt-Related|Lesch-Nyhan Syndrome|Hypoxanthine Guanine Phosphoribosyltransferase Partial Deficiency	yes	yes	yes	yes	43.83
HPS1	HGNC:5163	MGI:2177763	OMIM:203300|ORPHA:231500	Hermansky-Pudlak Syndrome 1|Hermansky-Pudlak Syndrome Due To Bloc-3 Deficiency	yes	no	yes	no	NA
HPS3	HGNC:15597	MGI:2153839	OMIM:614072|ORPHA:231512	Hermansky-Pudlak Syndrome 3|Hermansky-Pudlak Syndrome Due To Bloc-2 Deficiency	no	no	no	no	NA
HPS4	HGNC:15844	MGI:2177742	OMIM:614073|ORPHA:231500	Hermansky-Pudlak Syndrome 4|Hermansky-Pudlak Syndrome Due To Bloc-3 Deficiency	no	no	no	no	NA
HPS5	HGNC:17022	MGI:2180307	OMIM:614074|ORPHA:231512	Hermansky-Pudlak Syndrome 5|Hermansky-Pudlak Syndrome Due To Bloc-2 Deficiency	yes	yes	yes	yes	53.29
HPS6	HGNC:18817	MGI:2181763	OMIM:614075|ORPHA:231512	Hermansky-Pudlak Syndrome 6|Hermansky-Pudlak Syndrome Due To Bloc-2 Deficiency	yes	yes	yes	yes	41.48
HPSE	HGNC:5164	MGI:1343124	-	-	yes	no	no	no	NA
HPSE2	HGNC:18374	MGI:2685814	OMIM:236730|ORPHA:2704	Urofacial Syndrome 1|Ochoa Syndrome	yes	yes	yes	yes	25.11
HPX	HGNC:5171	MGI:105112	-	-	no	no	no	no	NA
HR	HGNC:5172	MGI:96223	OMIM:203655|OMIM:209500|ORPHA:701|ORPHA:444|ORPHA:86819	Alopecia Universalis Congenita|Atrichia With Papular Lesions|Alopecia Universalis|Marie Unna Hereditary Hypotrichosis	yes	yes	yes	yes	33.905
HRAS	HGNC:5173	MGI:96224	OMIM:109800|OMIM:218040|OMIM:162900|OMIM:137550|OMIM:163200|OMIM:188470|ORPHA:2612|ORPHA:3071|ORPHA:146|ORPHA:2874|ORPHA:79414	Bladder Cancer|Costello Syndrome|Nevus, Epidermal|Melanocytic Nevus Syndrome, Congenital|Schimmelpenning-Feuerstein-Mims Syndrome|Thyroid Cancer, Nonmedullary, 2|Linear Nevus Sebaceus Syndrome|Differentiated Thyroid Carcinoma|Phakomatosis Pigmentokeratotica|Woolly Hair Nevus	no	no	no	no	NA
HRC	HGNC:5178	MGI:96226	-	-	no	no	no	no	NA
HRCT1	HGNC:33872	MGI:1917945	-	-	no	no	no	no	NA
HRG	HGNC:5181	MGI:2146636	OMIM:613116|ORPHA:217467	Thrombophilia Due To Histidine-Rich Glycoprotein Deficiency|Hereditary Thrombophilia Due To Congenital Histidine-Rich (Poly-L) Glycoprotein Deficiency	no	no	no	no	NA
HRH1	HGNC:5182	MGI:107619	-	-	yes	no	no	no	NA
HRH2	HGNC:5183	MGI:108482	-	-	no	no	no	no	NA
HRH3	HGNC:5184	MGI:2139279	-	-	no	no	no	no	NA
HRH4	HGNC:17383	MGI:2429635	-	-	yes	no	no	no	NA
HRK	HGNC:5185	MGI:1201608	-	-	no	no	no	no	NA
HRNR	HGNC:20846	MGI:3046938	-	-	yes	no	no	no	NA
HROB	HGNC:28460	MGI:2387601	-	-	no	no	no	no	NA
HS1BP3	HGNC:24979	MGI:1913224	-	-	no	no	no	no	NA
HS2ST1	HGNC:5193	MGI:1346049	OMIM:619194|ORPHA:528084	Neurofacioskeletal Syndrome With Or Without Renal Agenesis|Non-Specific Syndromic Intellectual Disability	no	no	no	no	NA
HS3ST1	HGNC:5194	MGI:1201606	-	-	no	no	no	no	NA
HS3ST2	HGNC:5195	MGI:1333802	-	-	no	no	no	no	NA
HS3ST3A1	HGNC:5196	MGI:1333861	-	-	yes	no	no	no	NA
HS3ST3B1	HGNC:5198	MGI:1333853	-	-	yes	no	no	no	NA
HS3ST4	HGNC:5200	MGI:1333792	-	-	no	no	no	no	NA
HS3ST5	HGNC:19419	MGI:2441996	-	-	yes	no	no	no	NA
HS3ST6	HGNC:14178	MGI:3580487	OMIM:619367|ORPHA:599418	Angioedema, Hereditary, 8|Hereditary Angioedema With Normal C1Inh Not Related To F12 Or Plg Variant	no	no	no	no	NA
HS6ST1	HGNC:5201	MGI:1354958	OMIM:614880|ORPHA:478|ORPHA:432	Hypogonadotropic Hypogonadism 15 With Or Without Anosmia|Kallmann Syndrome|Normosmic Congenital Hypogonadotropic Hypogonadism	no	no	no	no	NA
HS6ST2	HGNC:19133	MGI:1354959	OMIM:301025	Paganini-Miozzo Syndrome	no	no	no	no	NA
HS6ST3	HGNC:19134	MGI:1354960	-	-	no	no	no	no	NA
HSBP1	HGNC:5203	MGI:1915446	-	-	no	no	no	no	NA
HSBP1L1	HGNC:37243	MGI:1913505	-	-	yes	no	no	no	NA
HSCB	HGNC:28913	MGI:2141135	OMIM:619523	Anemia, Sideroblastic, 5	no	no	no	no	NA
HSD11B1	HGNC:5208	MGI:103562	OMIM:614662|ORPHA:168588	Cortisone Reductase Deficiency 2|Hyperandrogenism Due To Cortisone Reductase Deficiency	no	no	no	no	NA
HSD11B2	HGNC:5209	MGI:104720	OMIM:218030|ORPHA:320	Apparent Mineralocorticoid Excess	no	no	no	no	NA
HSD17B1	HGNC:5210	MGI:105077	-	-	yes	no	no	no	NA
HSD17B10	HGNC:4800	MGI:1333871	OMIM:300438|ORPHA:391428|ORPHA:391457|ORPHA:85295	Hsd10 Mitochondrial Disease|Hsd10 Disease, Infantile Type|Hsd10 Disease, Neonatal Type|Hsd10 Disease, Atypical Type	no	no	no	no	NA
HSD17B11	HGNC:22960	MGI:2149821	-	-	yes	no	no	no	NA
HSD17B12	HGNC:18646	MGI:1926967	-	-	no	no	no	no	NA
HSD17B13	HGNC:18685	MGI:2140804	OMIM:620116	Fatty Liver Disease, Protection From	no	no	no	no	NA
HSD17B14	HGNC:23238	MGI:1913315	-	-	no	no	no	no	NA
HSD17B2	HGNC:5211	MGI:1096386	-	-	no	no	no	no	NA
HSD17B3	HGNC:5212	MGI:107177	OMIM:264300|ORPHA:752	17-Beta Hydroxysteroid Dehydrogenase Iii Deficiency|46,Xy Difference Of Sex Development Due To 17-Beta-Hydroxysteroid Dehydrogenase 3 Deficiency	no	no	no	no	NA
HSD17B4	HGNC:5213	MGI:105089	OMIM:261515|OMIM:233400|ORPHA:300|ORPHA:642976|ORPHA:642945	D-Bifunctional Protein Deficiency|Perrault Syndrome 1|Bifunctional Enzyme Deficiency|Perrault Syndrome Type 2|Perrault Syndrome Type 1	yes	yes	yes	yes	41.16
HSD17B6	HGNC:23316	MGI:1351670	-	-	no	no	no	no	NA
HSD17B7	HGNC:5215	MGI:1330808	-	-	no	no	no	no	NA
HSD17B8	HGNC:3554	MGI:95911	-	-	yes	no	no	no	NA
HSD3B7	HGNC:18324	MGI:2141879	OMIM:607765|ORPHA:79301	Bile Acid Synthesis Defect, Congenital, 1|Congenital Bile Acid Synthesis Defect Type 1	no	no	no	no	NA
HSDL1	HGNC:16475	MGI:1919802	-	-	no	no	no	no	NA
HSDL2	HGNC:18572	MGI:1919729	-	-	yes	no	no	no	NA
HSF1	HGNC:5224	MGI:96238	-	-	yes	no	no	no	NA
HSF2	HGNC:5225	MGI:96239	-	-	yes	no	no	no	NA
HSF2BP	HGNC:5226	MGI:1921627	OMIM:619245	Premature Ovarian Failure 19	yes	yes	yes	yes	26.245
HSF4	HGNC:5227	MGI:1347058	OMIM:116800|ORPHA:441452|ORPHA:98994	Cataract 5, Multiple Types|Early-Onset Lamellar Cataract|Total Early-Onset Cataract	yes	yes	yes	yes	56.74
HSF5	HGNC:26862	MGI:2685585	-	-	yes	no	no	no	NA
HSH2D	HGNC:24920	MGI:2676364	-	-	no	no	no	no	NA
HSP90AA1	HGNC:5253	MGI:96250	-	-	yes	no	no	no	NA
HSP90AB1	HGNC:5258	MGI:96247	-	-	no	no	no	no	NA
HSP90B1	HGNC:12028	MGI:98817	-	-	no	no	no	no	NA
HSPA12A	HGNC:19022	MGI:1920692	-	-	no	no	no	no	NA
HSPA12B	HGNC:16193	MGI:1919880	-	-	yes	no	no	no	NA
HSPA13	HGNC:11375	MGI:1309463	-	-	no	no	no	no	NA
HSPA14	HGNC:29526	MGI:1354164	-	-	no	no	no	no	NA
HSPA1L	HGNC:5234	MGI:96231	-	-	no	no	no	no	NA
HSPA2	HGNC:5235	MGI:96243	-	-	no	no	no	no	NA
HSPA4	HGNC:5237	MGI:1342292	-	-	no	no	no	no	NA
HSPA4L	HGNC:17041	MGI:107422	-	-	no	no	no	no	NA
HSPA5	HGNC:5238	MGI:95835	-	-	yes	no	no	no	NA
HSPA8	HGNC:5241	MGI:105384	-	-	no	no	no	no	NA
HSPA9	HGNC:5244	MGI:96245	OMIM:182170|OMIM:616854|ORPHA:260305|ORPHA:496751	Anemia, Sideroblastic, 4|Even-Plus Syndrome|Autosomal Recessive Sideroblastic Anemia	no	no	no	no	NA
HSPB1	HGNC:5246	MGI:96240	OMIM:606595|OMIM:608634|ORPHA:139525|ORPHA:99940	Charcot-Marie-Tooth Disease, Axonal, Type 2F|Neuronopathy, Distal Hereditary Motor, Autosomal Dominant 3|Distal Hereditary Motor Neuropathy Type 2|Autosomal Dominant Charcot-Marie-Tooth Disease Type 2F	yes	yes	yes	no	NA
HSPB2	HGNC:5247	MGI:1916503	-	-	yes	no	no	no	NA
HSPB3	HGNC:5248	MGI:1928479	OMIM:613376|ORPHA:139525	Neuronopathy, Distal Hereditary Motor, Autosomal Dominant 4|Distal Hereditary Motor Neuropathy Type 2	yes	yes	yes	no	NA
HSPB6	HGNC:26511	MGI:2685325	-	-	yes	no	no	no	NA
HSPB7	HGNC:5249	MGI:1352494	-	-	no	no	no	no	NA
HSPB8	HGNC:30171	MGI:2135756	OMIM:608673|OMIM:158590|ORPHA:139525|ORPHA:476093|ORPHA:99945	Charcot-Marie-Tooth Disease, Axonal, Type 2L|Neuronopathy, Distal Hereditary Motor, Autosomal Dominant 2|Distal Hereditary Motor Neuropathy Type 2|Autosomal Dominant Distal Axonal Motor Neuropathy-Myofibrillar Myopathy Syndrome|Autosomal Dominant Charcot-Marie-Tooth Disease Type 2L	yes	yes	yes	no	NA
HSPB9	HGNC:30589	MGI:1922732	-	-	yes	no	no	no	NA
HSPBAP1	HGNC:16389	MGI:1913917	ORPHA:422526	Hereditary Clear Cell Renal Cell Carcinoma	yes	yes	no	no	NA
HSPBP1	HGNC:24989	MGI:1913495	-	-	no	no	no	no	NA
HSPD1	HGNC:5261	MGI:96242	OMIM:612233|OMIM:605280|ORPHA:280288|ORPHA:100994	Leukodystrophy, Hypomyelinating, 4|Spastic Paraplegia 13, Autosomal Dominant|Pelizaeus-Merzbacher-Like Disease Due To Hspd1 Mutation|Autosomal Dominant Spastic Paraplegia Type 13	yes	yes	yes	no	NA
HSPE1	HGNC:5269	MGI:104680	-	-	no	no	no	no	NA
HSPG2	HGNC:5273	MGI:96257	OMIM:224410|OMIM:255800|ORPHA:800|ORPHA:1606|ORPHA:1865	Dyssegmental Dysplasia, Silverman-Handmaker Type|Schwartz-Jampel Syndrome, Type 1|Schwartz-Jampel Syndrome|1P36 Deletion Syndrome	no	no	no	no	NA
HSPH1	HGNC:16969	MGI:105053	-	-	no	no	no	no	NA
HTATIP2	HGNC:16637	MGI:1859271	-	-	no	no	no	no	NA
HTATSF1	HGNC:5276	MGI:1919709	-	-	no	no	no	no	NA
HTR1A	HGNC:5286	MGI:96273	OMIM:614674|ORPHA:498251	Periodic Fever, Menstrual Cycle-Dependent|Menstrual Cycle-Dependent Periodic Fever	yes	no	yes	no	NA
HTR1B	HGNC:5287	MGI:96274	-	-	yes	no	no	no	NA
HTR1D	HGNC:5289	MGI:96276	-	-	yes	no	no	no	NA
HTR1F	HGNC:5292	MGI:99842	-	-	yes	no	no	no	NA
HTR2A	HGNC:5293	MGI:109521	OMIM:608516|OMIM:181500|OMIM:103780|OMIM:606788|OMIM:164230	Major Depressive Disorder|Schizophrenia|Alcohol Dependence|Anorexia Nervosa, Susceptibility To|Obsessive-Compulsive Disorder	no	no	no	no	NA
HTR2B	HGNC:5294	MGI:109323	-	-	yes	no	no	no	NA
HTR2C	HGNC:5295	MGI:96281	-	-	no	no	no	no	NA
HTR3A	HGNC:5297	MGI:96282	-	-	yes	no	no	no	NA
HTR3B	HGNC:5298	MGI:1861899	-	-	yes	no	no	no	NA
HTR4	HGNC:5299	MGI:109246	-	-	yes	no	no	no	NA
HTR5A	HGNC:5300	MGI:96283	-	-	no	no	no	no	NA
HTR6	HGNC:5301	MGI:1196627	-	-	no	no	no	no	NA
HTR7	HGNC:5302	MGI:99841	-	-	yes	no	no	no	NA
HTRA1	HGNC:9476	MGI:1929076	OMIM:600142|OMIM:616779|OMIM:610149|ORPHA:199354|ORPHA:252128|ORPHA:252212|ORPHA:279|ORPHA:482077	Cerebral Arteriopathy, Autosomal Recessive, With Subcortical Infarcts And Leukoencephalopathy|Cerebral Arteriopathy, Autosomal Dominant, With Subcortical Infarcts And Leukoencephalopathy, Type 2|Macular Degeneration, Age-Related, 7|Cerebral Autosomal Recessive Arteriopathy-Subcortical Infarcts-Leukoencephalopathy|Malignant Peripheral Nerve Sheath Tumor With Perineurial Differentiation|Malignant Triton Tumor|Non Rare In Europe: Age-Related Macular Degeneration|Htra1-Related Autosomal Dominant Cerebral Small Vessel Disease	yes	no	yes	no	NA
HTRA2	HGNC:14348	MGI:1928676	OMIM:617248|OMIM:610297|ORPHA:2828|ORPHA:505208	3-Methylglutaconic Aciduria, Type Viii|Parkinson Disease 13, Autosomal Dominant, Susceptibility To|Young-Onset Parkinson Disease|3-Methylglutaconic Aciduria Type 8	yes	yes	yes	yes	19.55
HTRA3	HGNC:30406	MGI:1925808	-	-	yes	no	no	no	NA
HTRA4	HGNC:26909	MGI:3036260	-	-	yes	no	no	no	NA
HTT	HGNC:4851	MGI:96067	OMIM:143100|OMIM:617435|ORPHA:399|ORPHA:248111|ORPHA:528084	Huntington Disease|Lopes-Maciel-Rodan Syndrome|Juvenile Huntington Disease|Non-Specific Syndromic Intellectual Disability	yes	yes	yes	no	NA
HUNK	HGNC:13326	MGI:1347352	-	-	yes	no	no	no	NA
HUS1	HGNC:5309	MGI:1277962	-	-	no	no	no	no	NA
HUS1B	HGNC:16485	MGI:2671003	-	-	no	no	no	no	NA
HUWE1	HGNC:30892	MGI:1926884	OMIM:309590|ORPHA:528084	Intellectual Developmental Disorder, X-Linked, Syndromic, Turner Type|Non-Specific Syndromic Intellectual Disability	no	no	no	no	NA
HVCN1	HGNC:28240	MGI:1921346	-	-	no	no	no	no	NA
HYAL1	HGNC:5320	MGI:96298	OMIM:601492|ORPHA:67041	Mucopolysaccharidosis, Type Ix|Hyaluronidase Deficiency	no	no	no	no	NA
HYAL2	HGNC:5321	MGI:1196334	ORPHA:508476	Cleft Lip And Palate-Craniofacial Dysmorphism-Congenital Heart Defect-Hearing Loss Syndrome	no	no	no	no	NA
HYAL3	HGNC:5322	MGI:1330288	-	-	yes	no	no	no	NA
HYAL4	HGNC:5323	MGI:1924292	-	-	yes	no	no	no	NA
HYCC1	HGNC:24587	MGI:2149839	OMIM:610532|ORPHA:85163	Leukodystrophy, Hypomyelinating, 5|Hypomyelination-Congenital Cataract Syndrome	yes	yes	yes	no	NA
HYCC2	HGNC:28593	MGI:1098784	-	-	no	no	no	no	NA
HYDIN	HGNC:19368	MGI:2389007	OMIM:608647|ORPHA:244	Ciliary Dyskinesia, Primary, 5|Primary Ciliary Dyskinesia	no	no	no	no	NA
HYKK	HGNC:34403	MGI:2443139	-	-	no	no	no	no	NA
HYLS1	HGNC:26558	MGI:1924082	OMIM:236680|ORPHA:475|ORPHA:2189	Hydrolethalus Syndrome 1|Joubert Syndrome|Hydrolethalus	yes	yes	yes	yes	33.7
HYOU1	HGNC:16931	MGI:108030	OMIM:233600	Immunodeficiency 59 And Hypoglycemia	no	no	no	no	NA
HYPK	HGNC:18418	MGI:1914943	-	-	no	no	no	no	NA
IAH1	HGNC:27696	MGI:1914982	-	-	yes	no	no	no	NA
IAPP	HGNC:5329	MGI:96382	-	-	no	no	no	no	NA
IARS1	HGNC:5330	MGI:2145219	OMIM:617093|ORPHA:541423	Growth Retardation, Impaired Intellectual Development, Hypotonia, And Hepatopathy|Growth Delay-Intellectual Disability-Hepatopathy Syndrome	no	no	no	no	NA
IARS2	HGNC:29685	MGI:1919586	OMIM:616007|ORPHA:436174	Cataracts, Growth Hormone Deficiency, Sensory Neuropathy, Sensorineural Hearing Loss, And Skeletal Dysplasia|Cataract-Growth Hormone Deficiency-Sensory Neuropathy-Sensorineural Hearing Loss-Skeletal Dysplasia Syndrome	yes	yes	yes	no	NA
IBA57	HGNC:27302	MGI:3041174	OMIM:616451|OMIM:615330|ORPHA:363424|ORPHA:468661	Spastic Paraplegia 74, Autosomal Recessive|Multiple Mitochondrial Dysfunctions Syndrome 3|Multiple Mitochondrial Dysfunctions Syndrome Type 3|Autosomal Recessive Spastic Paraplegia Type 74	no	no	no	no	NA
IBSP	HGNC:5341	MGI:96389	-	-	no	no	no	no	NA
IBTK	HGNC:17853	MGI:1918677	-	-	yes	no	no	no	NA
ICA1	HGNC:5343	MGI:96391	-	-	yes	no	no	no	NA
ICA1L	HGNC:14442	MGI:1917625	-	-	yes	no	no	no	NA
ICAM1	HGNC:5344	MGI:96392	OMIM:611162	Malaria, Susceptibility To	no	no	no	no	NA
ICAM2	HGNC:5345	MGI:96394	-	-	yes	no	no	no	NA
ICAM4	HGNC:5347	MGI:1925619	OMIM:111250	Blood Group System, Landsteiner-Wiener	no	no	no	no	NA
ICAM5	HGNC:5348	MGI:109430	-	-	yes	no	no	no	NA
ICE1	HGNC:29154	MGI:2385865	-	-	no	no	no	no	NA
ICE2	HGNC:29885	MGI:2135947	-	-	no	no	no	no	NA
ICMT	HGNC:5350	MGI:1888594	-	-	no	no	no	no	NA
ICOS	HGNC:5351	MGI:1858745	OMIM:607594|ORPHA:1572	Immunodeficiency, Common Variable, 1|Common Variable Immunodeficiency	yes	yes	yes	no	NA
ICOSLG	HGNC:17087	MGI:1354701	-	-	no	no	no	no	NA
ID1	HGNC:5360	MGI:96396	-	-	no	no	no	no	NA
ID2	HGNC:5361	MGI:96397	-	-	yes	no	no	no	NA
ID3	HGNC:5362	MGI:96398	-	-	yes	no	no	no	NA
ID4	HGNC:5363	MGI:99414	-	-	no	no	no	no	NA
IDE	HGNC:5381	MGI:96412	-	-	yes	no	no	no	NA
IDH1	HGNC:5382	MGI:96413	OMIM:137800|ORPHA:163634|ORPHA:296|ORPHA:251576|ORPHA:251579|ORPHA:86845|ORPHA:99646	Glioma Susceptibility 1|Maffucci Syndrome|Ollier Disease|Gliosarcoma|Giant Cell Glioblastoma|Acute Myeloid Leukaemia With Myelodysplasia-Related Features|Metaphyseal Chondromatosis With D-2-Hydroxyglutaric Aciduria	yes	yes	yes	no	NA
IDH2	HGNC:5383	MGI:96414	OMIM:613657|ORPHA:163634|ORPHA:296|ORPHA:251630|ORPHA:251656|ORPHA:251663|ORPHA:251589|ORPHA:251598|ORPHA:251604|ORPHA:251601|ORPHA:251627|ORPHA:79315|ORPHA:86845	D-2-Hydroxyglutaric Aciduria 2|Maffucci Syndrome|Ollier Disease|Anaplastic Oligodendroglioma|Oligoastrocytoma|Anaplastic Oligoastrocytoma|Anaplastic Astrocytoma|Protoplasmic Astrocytoma|Gemistocytic Astrocytoma|Fibrillary Astrocytoma|Oligodendroglioma|D-2-Hydroxyglutaric Aciduria|Acute Myeloid Leukaemia With Myelodysplasia-Related Features	yes	yes	yes	yes	39.165
IDH3A	HGNC:5384	MGI:1915084	OMIM:619007|ORPHA:791	Retinitis Pigmentosa 90|Retinitis Pigmentosa	yes	yes	yes	no	NA
IDH3B	HGNC:5385	MGI:2158650	OMIM:612572|ORPHA:791	Retinitis Pigmentosa 46|Retinitis Pigmentosa	yes	yes	yes	yes	22.01
IDH3G	HGNC:5386	MGI:1099463	-	-	yes	no	no	no	NA
IDI1	HGNC:5387	MGI:2442264	-	-	yes	no	no	no	NA
IDI2	HGNC:23487	MGI:2444315	-	-	no	no	no	no	NA
IDNK	HGNC:31367	MGI:1922981	-	-	no	no	no	no	NA
IDO1	HGNC:6059	MGI:96416	-	-	yes	no	no	no	NA
IDO2	HGNC:27269	MGI:2142489	-	-	yes	no	no	no	NA
IDS	HGNC:5389	MGI:96417	OMIM:309900|ORPHA:217093|ORPHA:217085	Mucopolysaccharidosis, Type Ii|Mucopolysaccharidosis Type 2, Attenuated Form|Mucopolysaccharidosis Type 2, Severe Form	no	no	no	no	NA
IDUA	HGNC:5391	MGI:96418	OMIM:607014|OMIM:607015|OMIM:607016|ORPHA:93474|ORPHA:93476|ORPHA:93473	Hurler Syndrome|Hurler-Scheie Syndrome|Scheie Syndrome	no	no	no	no	NA
IER2	HGNC:28871	MGI:104815	-	-	yes	no	no	no	NA
IER3	HGNC:5392	MGI:104814	-	-	no	no	no	no	NA
IER3IP1	HGNC:18550	MGI:1913441	OMIM:614231|ORPHA:306558	Microcephaly, Epilepsy, And Diabetes Syndrome 1|Primary Microcephaly-Epilepsy-Permanent Neonatal Diabetes Syndrome	yes	yes	yes	no	NA
IER5	HGNC:5393	MGI:1337072	-	-	yes	no	no	no	NA
IER5L	HGNC:23679	MGI:1919750	-	-	yes	no	no	no	NA
IFFO1	HGNC:24970	MGI:2444516	-	-	no	no	no	no	NA
IFFO2	HGNC:27006	MGI:2140675	-	-	yes	no	no	no	NA
IFI27L2	HGNC:19753	MGI:1924183	-	-	yes	no	no	no	NA
IFI30	HGNC:5398	MGI:2137648	-	-	no	no	no	no	NA
IFI35	HGNC:5399	MGI:1917360	-	-	no	no	no	no	NA
IFI44	HGNC:16938	MGI:2443016	-	-	yes	no	no	no	NA
IFI44L	HGNC:17817	MGI:95975	-	-	yes	no	no	no	NA
IFIH1	HGNC:18873	MGI:1918836	OMIM:615846|OMIM:619773|OMIM:182250|ORPHA:51|ORPHA:85191	Aicardi-Goutieres Syndrome 7|Immunodeficiency 95|Singleton-Merten Syndrome 1|Aicardi-Goutières Syndrome|Singleton-Merten Dysplasia	yes	yes	yes	yes	16.54
IFIT2	HGNC:5409	MGI:99449	-	-	yes	no	no	no	NA
IFITM10	HGNC:40022	MGI:2444776	-	-	no	no	no	no	NA
IFITM5	HGNC:16644	MGI:1934923	OMIM:610967|ORPHA:216828	Osteogenesis Imperfecta, Type V|Osteogenesis Imperfecta Type 5	no	no	no	no	NA
IFNAR1	HGNC:5432	MGI:107658	OMIM:619935	Immunodeficiency 106, Susceptibility To Viral Infections	yes	yes	yes	no	NA
IFNAR2	HGNC:5433	MGI:1098243	OMIM:616669|OMIM:610424|ORPHA:431166	Immunodeficiency 45|Hepatitis B Virus, Susceptibility To|Primary Immunodeficiency With Post-Measles-Mumps-Rubella Vaccine Viral Infection	no	no	no	no	NA
IFNB1	HGNC:5434	MGI:107657	-	-	no	no	no	no	NA
IFNE	HGNC:18163	MGI:2667156	-	-	no	no	no	no	NA
IFNG	HGNC:5438	MGI:107656	OMIM:618963|OMIM:609135|OMIM:613254|OMIM:609423|OMIM:609532|OMIM:607948|ORPHA:805|ORPHA:88	Immunodeficiency 69|Aplastic Anemia|Tuberous Sclerosis 2|Human Immunodeficiency Virus Type 1, Susceptibility To|Hepatitis C Virus, Susceptibility To|Mycobacterium Tuberculosis, Susceptibility To|Tuberous Sclerosis Complex|Idiopathic Aplastic Anemia	yes	yes	yes	yes	42.46
IFNGR1	HGNC:5439	MGI:107655	OMIM:209950|OMIM:615978|OMIM:600263|OMIM:610424|OMIM:607948|ORPHA:117|ORPHA:319581|ORPHA:319569|ORPHA:99898	Immunodeficiency 27A|Immunodeficiency 27B|Helicobacter Pylori Infection, Susceptibility To|Hepatitis B Virus, Susceptibility To|Mycobacterium Tuberculosis, Susceptibility To|Behçet Disease|Autosomal Dominant Mendelian Susceptibility To Mycobacterial Diseases Due To Partial Ifngammar1 Deficiency|Autosomal Recessive Mendelian Susceptibility To Mycobacterial Diseases Due To Partial Ifngammar1 Deficiency|Mendelian Susceptibility To Mycobacterial Diseases Due To Complete Ifngammar1 Deficiency	yes	yes	yes	yes	34.25
